ArXiV id,Result,Where
2105.07419,Not found,
2105.12595,Not found,
2112.10123,Not found,
2109.02775,Not found,
2112.00346,Not found,
2103.08747,Not found,
2101.05697,Not found,
2103.04531,Not found,
2101.12412,Not found,
2110.13329,Not found,
2105.02389,Not found,
2106.02200,Not found,
2103.06777,Not found,
2102.01928,Not found,
2102.06360,Not found,
2110.08664,Not found,
2103.03591,Not found,
2101.07307,Not found,
2109.05531,Not found,
2111.08203,Not found,
2104.02513,Not found,
2111.02317,Not found,
2101.01298,Not found,
2105.09591,Not found,
2103.03829,Not found,
2103.07290,Not found,
2105.14232,Not found,
2110.09758,Not found,
2108.09619,Found,"Repo: github - ('EngineeringSoftware', 'time-segmented-evaluation')"
2110.00330,Not found,
2103.13614,Not found,
2102.08774,Found,"Repo: github - ('mbafrani', 'AutomaticProcessSimulation')"
2112.14927,Not found,
2104.04385,Not found,
2112.04374,Not found,
2104.12192,Not found,
2110.14040,Not found,
2101.08903,Not found,
2104.01642,Found,Repo: zenodo-doi - https://doi.org/10.5281/zenodo.5579980
2106.14284,Not found,
2108.08209,Not found,
2101.01917,Not found,
2110.11494,Not found,
2112.11131,Found,"Repo: github - ('euro-hpc-pl', 'omnisolver-pt')"
2105.13239,Not found,
2110.01710,Found,"Repo: github - ('fla-sil', 'PyTorrent')"
2107.09936,Not found,
2102.04285,Found,"Repo: github - ('UofT-EcoSystem', 'rlscope')"
2104.07926,Not found,
2103.13762,Not found,
2106.03679,Not found,
2107.02690,Not found,
2111.09728,Not found,
2103.04586,Not found,
2103.04388,Not found,
2108.02962,Not found,
2104.00634,Not found,
2110.05858,Not found,
2110.05638,Not found,
2112.12580,Not found,
2111.10307,Not found,
2102.00871,Not found,
2112.12508,Not found,
2101.03730,Not found,
2107.13296,Not found,
2103.06681,Not found,
2108.03906,Not found,
2104.06033,Not found,
2104.04087,Not found,
2106.13900,Not found,
2103.13954,Not found,
2108.02694,Not found,
2107.07944,Not found,
2101.08729,Not found,
2105.09630,Not found,
2105.13699,Not found,
2112.15491,Not found,
2105.07311,Not found,
2108.09753,Not found,
2107.12322,Not found,
2107.04234,Not found,
2107.06127,Not found,
2107.04712,Not found,
2103.08291,Not found,
2109.13498,Not found,
2106.03079,Not found,
2107.09614,Not found,
2104.13919,Not found,
2103.04112,Not found,
2106.03353,Found,"Repo: github - ('UH-SERG', 'SIVAND')"
2110.06407,Not found,
2105.11525,Not found,
2110.15433,Not found,
2112.07365,Not found,
2103.09782,Not found,
2106.11032,Not found,
2103.10248,Not found,
2107.05908,Found,"Repo: github - ('logpai', 'deep-loglizer')"
2104.05233,Not found,
2103.10201,Not found,
2104.13568,Not found,
2109.13104,Not found,
2108.12901,Not found,
2103.05939,Found,"Repo: github - ('testingautomated-usi', 'surprise-adequacy')"
2109.04256,Not found,
2108.04455,Found,"Repo: github - ('coinse', 'Defects4J-multifault')"
2103.05970,Not found,
2104.15090,Found,Repo: zenodo-doi - https://doi.org/10.5281/zenodo.4734053
2108.05624,Not found,
2103.07241,Not found,
2105.09352,Not found,
2109.06302,Not found,
2105.08777,Not found,
2108.02966,Not found,
2105.06016,Not found,
2109.06126,Not found,
2103.05494,Not found,
2103.13921,Not found,
2103.10615,Not found,
2104.03780,Not found,
2111.06002,Not found,
2104.12121,Not found,
2107.02471,Not found,
2101.07768,Not found,
2108.07842,Not found,
2108.01964,Not found,
2102.03995,Not found,
2109.07900,Not found,
2112.02819,Not found,
2103.05666,Found,"Repo: github - ('gotec', 'gambit')"
2110.01336,Found,"Repo: github - ('AmadeusBugProject', 'artifact_detection')"
2108.13553,Not found,
2109.00398,Not found,
2111.11807,Not found,
2103.02870,Not found,
2105.12195,Not found,
2106.01987,Not found,
2108.07648,Not found,
2102.09810,Not found,
2108.03322,Not found,
2104.03453,Not found,
2110.09635,Not found,
2103.07242,Not found,
2110.00579,Not found,
2103.10450,Not found,
2102.07877,Not found,
2112.10056,Not found,
2103.09783,Not found,
2109.12449,Not found,
2106.03458,Not found,
2110.10493,Not found,
2111.02524,Not found,
2105.01709,Not found,
2103.03317,Not found,
2112.12823,Not found,
2109.08094,Not found,
2112.09580,Not found,
2101.03504,Not found,
2105.14059,Not found,
2111.04302,Not found,
2101.02361,Not found,
2109.09231,Not found,
2102.07446,Found,"Repo: github - ('se2p', 'scratch-anomalies')"
2111.07238,Not found,
2110.03806,Not found,
2105.03131,Found,"Repo: github - ('ArcelikHMI', 'Code2Image')"
2109.09073,Not found,
2112.01796,Not found,
2103.01475,Not found,
2105.03523,Not found,
2104.10953,Not found,
2111.05713,Not found,
2108.06821,Not found,
2104.02458,Not found,
2103.01145,Not found,
2102.09687,Not found,
2112.11596,Not found,
2104.01032,Not found,
2102.06909,Not found,
2111.05132,Not found,
2103.11339,Not found,
2103.09682,Not found,
2103.08688,Not found,
2106.16199,Not found,
2101.10231,Not found,
2109.01864,Not found,
2110.14699,Not found,
2109.07989,Not found,
2110.02251,Not found,
2102.10269,Not found,
2112.12591,Not found,
2102.00790,Not found,
2110.03073,Not found,
2101.02074,Not found,
2112.10627,Not found,
2112.10328,Found,"Repo: github - ('schemathesis', 'web-api-fuzzing-project')"
2101.06733,Not found,
2112.10370,Not found,
2107.12699,Not found,
2102.05729,Not found,
2104.14265,Not found,
2110.12589,Not found,
2103.01782,Not found,
2104.02386,Found,"Repo: github - ('software-bugs', 'change-clone')"
2103.03506,Not found,
2106.07502,Not found,
2109.12645,Not found,
2103.01783,Not found,
2104.00182,Not found,
2104.14261,Not found,
2101.00756,Not found,
2111.05290,Not found,
2103.13547,Not found,
2102.05232,Not found,
2105.01011,Not found,
2105.05962,Found,"Repo: github - ('blockhousetech', 'guardian')"
2107.11912,Found,"Repo: github - ('ManuelCostanzo', 'Gravitational_N_Bodies_Rust')"
2107.01624,Not found,
2103.07164,Found,Repo: zenodo-record - 4587089
2107.00821,Not found,
2101.07144,Not found,
2108.11988,Not found,
2109.11390,Not found,
2104.04904,Not found,
2101.08102,Not found,
2103.00917,Not found,
2109.02063,Not found,
2103.11392,Not found,
2108.05663,Not found,
2107.01921,Not found,
2103.14456,Not found,
2103.15053,Not found,
2106.02087,Not found,
2112.07093,Not found,
2110.06449,Not found,
2109.00629,Not found,
2103.11397,Not found,
2103.04933,Not found,
2106.00926,Not found,
2108.09571,Not found,
2102.00826,Not found,
2102.06919,Not found,
2110.10234,Not found,
2103.09728,Not found,
2111.04473,Not found,
2106.08890,Not found,
2109.06519,Not found,
2102.03300,Not found,
2103.05406,Not found,
2101.09434,Not found,
2102.08372,Not found,
2101.12591,Not found,
2110.13575,Not found,
2105.02703,Not found,
2111.04322,Not found,
2105.01195,Not found,
2109.06578,Not found,
2105.00272,Not found,
2111.15293,Not found,
2101.02522,Not found,
2110.15246,Not found,
2102.06390,Not found,
2107.07690,Not found,
2105.15002,Not found,
2106.05784,Found,"Repo: github - ('microsoft', 'PythonProgrammingPuzzles')"
2106.11187,Not found,
2111.15338,Not found,
2104.01717,Not found,
2101.09194,Not found,
2104.03824,Not found,
2107.02279,Not found,
2102.01687,Not found,
2104.13295,Not found,
2103.13548,Not found,
2108.11199,Not found,
2109.06523,Not found,
2105.11786,Not found,
2102.02527,Not found,
2108.05198,Found,Repo: zenodo-record - 5384768
2102.05709,Found,"Repo: github - ('pwnslinger', 'sn4ke')"
2102.06872,Not found,
2108.05622,Not found,
2109.07960,Not found,
2107.00906,Not found,
2103.05241,Not found,
2103.15350,Not found,
2105.00129,Not found,
2111.10793,Not found,
2102.13387,Not found,
2106.16067,Not found,
2110.08637,Not found,
2103.09388,Not found,
2108.00213,Not found,
2112.01581,Not found,
2110.08650,Not found,
2107.13723,Not found,
2112.03619,Not found,
2110.07291,Not found,
2103.11321,Not found,
2106.02245,Not found,
2103.02591,Not found,
2107.08038,Not found,
2107.09753,Not found,
2108.10799,Not found,
2103.11705,Not found,
2109.10971,Not found,
2110.09371,Not found,
2105.00534,Not found,
2104.03681,Not found,
2104.06641,Not found,
2103.08469,Not found,
2102.08179,Found,Repo: zenodo-doi - https://doi.org/10.5281/zenodo.4519256
2109.01109,Not found,
2103.11318,Not found,
2112.08839,Not found,
2103.04506,Not found,
2106.06422,Not found,
2102.08864,Not found,
2108.00603,Not found,
2103.09066,Not found,
2103.07090,Not found,
2104.13100,Not found,
2112.06148,Not found,
2105.11851,Not found,
2102.08502,Not found,
2103.00156,Not found,
2103.07286,Not found,
2106.10336,Not found,
2103.08595,Not found,
2112.01598,Not found,
2109.03146,Not found,
2105.05460,Not found,
2110.09610,Not found,
2102.08638,Not found,
2112.06875,Not found,
2111.09210,Not found,
2102.06994,Not found,
2112.02758,Not found,
2109.12079,Not found,
2104.03637,Not found,
2104.12295,Not found,
2109.07285,Not found,
2110.04095,Not found,
2108.13557,Not found,
2108.05597,Not found,
2107.04409,Not found,
2104.14640,Not found,
2109.00822,Not found,
2103.11944,Not found,
2103.03997,Not found,
2103.07006,Not found,
2102.06580,Not found,
2109.00872,Not found,
2105.01451,Not found,
2106.11756,Not found,
2112.15485,Not found,
2101.00125,Not found,
2108.09646,Not found,
2111.00799,Not found,
2101.11115,Not found,
2103.00881,Not found,
2103.09595,Not found,
2103.09355,Not found,
2109.02527,Not found,
2104.11005,Not found,
2101.02377,Not found,
2101.03989,Not found,
2107.05761,Not found,
2110.12241,Not found,
2102.09835,Not found,
2105.14748,Not found,
2108.08139,Not found,
2105.01038,Not found,
2112.02650,Found,"Repo: github - ('squaresLab', 'VarCLR')"
2105.14565,Not found,
2107.13320,Not found,
2104.10030,Not found,
2104.04999,Not found,
2106.08415,Not found,
2103.11286,Not found,
2109.13172,Not found,
2104.07899,Not found,
2104.05538,Not found,
2112.01259,Not found,
2102.01325,Not found,
2102.04822,Not found,
2103.00124,Not found,
2111.00933,Not found,
2112.04384,Not found,
2103.07201,Not found,
2106.02716,Not found,
2110.11898,Not found,
2112.12693,Not found,
2106.03271,Found,"Repo: github - ('TQRG', 'maintainable-security')"
2102.07933,Not found,
2103.08777,Not found,
2108.03013,Not found,
2107.08344,Not found,
2102.11570,Not found,
2104.11486,Not found,
2110.03868,Not found,
2108.11308,Not found,
2111.12423,Not found,
2103.02398,Not found,
2108.02969,Not found,
2111.01577,Not found,
2103.00073,Not found,
2106.12533,Not found,
2112.10920,Not found,
2109.13771,Not found,
2106.06747,Not found,
2102.05916,Not found,
2106.07497,Not found,
2111.05770,Not found,
2103.09069,Not found,
2103.15774,Not found,
2103.01880,Not found,
2110.04951,Not found,
2112.15544,Not found,
2102.09336,Not found,
2112.01317,Not found,
2112.08267,Found,"Repo: github - ('castor-software', 'autographql')"
2105.02848,Not found,
2106.04735,Not found,
2107.01933,Not found,
2112.02969,Found,"Repo: github - ('microsoft', 'JigsawDataset')"
2111.11435,Not found,
2106.03539,Not found,
2107.06708,Not found,
2103.15361,Not found,
2112.12597,Not found,
2103.07370,Not found,
2107.07023,Not found,
2106.14251,Not found,
2101.09077,Not found,
2109.07868,Not found,
2103.07950,Not found,
2102.10152,Not found,
2103.17054,Not found,
2105.03119,Not found,
2105.01984,Found,"Repo: github - ('ckaestne', 'seaibib')"
2101.00982,Found,"Repo: github - ('testingautomated-usi', 'uncertainty-wizard')"
2101.00135,Not found,
2103.08890,Not found,
2106.14959,Not found,
2109.06404,Found,"Repo: github - ('AIasd', 'FusED')"
2105.07569,Not found,
2112.11155,Not found,
2109.10134,Not found,
2105.02023,Not found,
2104.10147,Not found,
2110.12162,Not found,
2106.09242,Not found,
2103.04954,Not found,
2111.05781,Not found,
2106.08253,Not found,
2109.14217,Not found,
2102.10436,Not found,
2110.06773,Not found,
2110.01098,Not found,
2112.01955,Found,"Repo: github - ('Yuanyuan-Yuan', 'NeuraL-Coverage')"
2110.13264,Not found,
2109.07514,Not found,
2102.06395,Not found,
2110.03889,Not found,
2107.05374,Not found,
2108.01734,Not found,
2106.03346,Not found,
2109.14569,Not found,
2103.10763,Not found,
2110.11575,Not found,
2102.02017,Not found,
2102.01452,Not found,
2106.09440,Found,"Repo: github - ('Troublor', 'darcher')"
2109.04893,Not found,
2101.02108,Not found,
2104.01002,Found,"Repo: github - ('dakuo', 'HAConvGNN')"
2108.02001,Not found,
2109.10294,Not found,
2110.15103,Not found,
2109.04086,Not found,
2109.02984,Not found,
2103.06109,Not found,
2111.11607,Not found,
2108.00663,Not found,
2103.00862,Not found,
2106.05688,Not found,
2104.02712,Not found,
2105.05407,Not found,
2101.06319,Not found,
2103.01722,Not found,
2104.11069,Not found,
2108.03974,Not found,
2103.08769,Not found,
2103.13198,Not found,
2103.11187,Not found,
2108.00885,Not found,
2105.02606,Not found,
2102.05343,Not found,
2108.00033,Not found,
2101.02742,Not found,
2107.01093,Not found,
2103.16846,Found,"Repo: github - ('RGAI-USZ', 'JS-patch-exploration-APR2021')"
2103.09314,Not found,
2103.03704,Not found,
2109.06557,Not found,
2103.10668,Not found,
2102.11559,Not found,
2104.01667,Not found,
2108.00228,Not found,
2104.10466,Not found,
2103.07067,Not found,
2109.12563,Not found,
2112.15498,Not found,
2112.13207,Found,"Repo: github - ('AftabHussain', 'afl-test-viz')"
2103.05424,Not found,
2103.06018,Not found,
2106.15182,Not found,
2108.08589,Not found,
2104.00739,Not found,
2104.11812,Found,"Repo: github - ('emmableu', 'SnapCheck')"
2106.03040,Not found,
2110.05562,Not found,
2103.14439,Not found,
2106.12880,Not found,
2111.05711,Not found,
2105.00041,Not found,
2107.05955,Not found,
2104.02102,Not found,
2109.02878,Not found,
2112.13297,Not found,
2103.09685,Not found,
2103.13353,Not found,
2103.00712,Not found,
2109.11704,Not found,
2107.04741,Not found,
2112.03057,Not found,
2103.06757,Not found,
2102.06098,Not found,
2109.03544,Not found,
2106.13012,Not found,
2101.00837,Not found,
2105.05159,Not found,
2103.11008,Not found,
2111.12204,Not found,
2105.12439,Not found,
2107.03733,Not found,
2112.04251,Not found,
2101.01944,Not found,
2103.10355,Not found,
2103.11007,Not found,
2101.00612,Not found,
2105.07207,Not found,
2104.00142,Not found,
2104.00058,Not found,
2106.06001,Found,"Repo: github - ('PrivacyEngineering', 'tira')"
2105.07465,Not found,
2108.12971,Not found,
2103.16325,Not found,
2103.02330,Not found,
2109.02050,Not found,
2102.06634,Not found,
2107.12317,Not found,
2110.13034,Not found,
2108.12377,Not found,
2101.08889,Not found,
2103.04749,Not found,
2108.08094,Not found,
2103.10074,Not found,
2112.13994,Not found,
2103.15162,Not found,
2102.03116,Not found,
2109.08307,Not found,
2102.04411,Not found,
2103.16240,Not found,
2103.11446,Not found,
2101.12036,Not found,
2108.05115,Not found,
2105.04297,Found,"Repo: github - ('pdlan', 'OSCAR')"
2102.00902,Found,"Repo: github - ('testingautomated-usi', 'uncertainty-wizard')"
2110.07087,Not found,
2102.12107,Not found,
2108.01001,Not found,
2108.10381,Not found,
2112.12636,Not found,
2105.05991,Not found,
2107.12136,Not found,
2101.02554,Not found,
2111.10426,Not found,
2107.10533,Not found,
2104.03075,Not found,
2108.12981,Not found,
2102.12429,Not found,
2101.11149,Not found,
2107.00552,Not found,
2110.00141,Not found,
2108.01985,Not found,
2101.06054,Not found,
2108.03787,Not found,
2104.06161,Not found,
2106.01441,Not found,
2106.07513,Not found,
2103.12033,Found,"Repo: github - ('SpoonLabs', 'sorald')"
2104.00048,Found,"Repo: github - ('skiffos', 'skiffos')"
2103.10769,Not found,
2107.02364,Not found,
2105.08095,Not found,
2111.10349,Not found,
2102.09904,Not found,
2103.07395,Not found,
2108.09529,Not found,
2109.06613,Not found,
2101.10233,Not found,
2106.08418,Not found,
2101.02704,Not found,
2107.13687,Not found,
2103.09672,Not found,
2110.12586,Not found,
2106.13446,Not found,
2111.00221,Found,"Repo: github - ('KTH', 'royal-chaos')"
2103.05062,Not found,
2103.01346,Not found,
2101.01933,Not found,
2112.01771,Not found,
2107.03761,Not found,
2108.09576,Not found,
2103.04578,Not found,
2103.06798,Not found,
2102.06727,Not found,
2105.06838,Not found,
2105.01830,Not found,
2106.10918,Found,"Repo: github - ('NobleMathews', 'mocktail-blue-lagoon')"
2104.05475,Not found,
2107.10948,Not found,
2106.00576,Not found,
2106.01063,Not found,
2103.09319,Not found,
2111.14142,Not found,
2111.10901,Not found,
2106.12239,Not found,
2107.07364,Not found,
2107.07482,Not found,
2104.00452,Not found,
2103.13453,Not found,
2104.02410,Not found,
2103.00297,Not found,
2111.00218,Not found,
2108.03358,Not found,
2105.03595,Found,"Repo: github - ('JohnnyPeng18', 'HiTyper')"
2107.03660,Not found,
2108.03978,Not found,
2110.00735,Not found,
2110.12588,Not found,
2101.09282,Not found,
2108.12144,Found,"Repo: github - ('LIANGQINGYUAN', 'Lyra')"
2102.12105,Not found,
2103.12224,Not found,
2109.00917,Not found,
2107.13821,Not found,
2101.05661,Not found,
2104.05626,Not found,
2107.01766,Not found,
2102.12727,Not found,
2106.16050,Not found,
2108.05466,Not found,
2103.03490,Not found,
2110.15552,Not found,
2109.03555,Not found,
2103.16538,Not found,
2107.10989,Not found,
2106.09173,Not found,
2105.10707,Not found,
2108.08079,Not found,
2103.17194,Not found,
2109.06288,Not found,
2101.11118,Not found,
2103.09518,Not found,
2110.05869,Not found,
2103.05769,Found,"Repo: github - ('gabrielcsf', 'malicious-updates-icse2021')"
2110.10535,Not found,
2101.02534,Not found,
2107.08066,Not found,
2107.08583,Not found,
2101.11303,Not found,
2110.05150,Not found,
2103.06735,Not found,
2106.02140,Not found,
2104.09473,Not found,
2103.11683,Not found,
2104.01854,Not found,
2103.00270,Not found,
2109.15141,Not found,
2103.01381,Not found,
2103.06987,Not found,
2111.02671,Found,"Repo: github - ('shangqing-liu', 'GraphSearchNet')"
2106.06600,Found,"Repo: github - ('michiyasunaga', 'bifi')"
2109.01378,Not found,
2104.00566,Not found,
2102.12267,Not found,
2112.02043,Not found,
2108.10763,Not found,
2108.08441,Not found,
2101.04938,Not found,
2112.13719,Not found,
2102.12393,Not found,
2108.06645,Not found,
2105.13413,Not found,
2112.09365,Not found,
2107.07357,Not found,
2111.05287,Not found,
2102.11307,Not found,
2104.08075,Not found,
2103.08778,Not found,
2102.06320,Not found,
2104.06178,Not found,
2102.06807,Not found,
2111.09625,Not found,
2103.12221,Not found,
2102.08486,Not found,
2101.01430,Not found,
2101.02373,Not found,
2112.05411,Not found,
2107.05792,Not found,
2109.04196,Not found,
2110.07889,Not found,
2102.06666,Not found,
2103.02386,Not found,
2106.06652,Not found,
2107.10675,Not found,
2102.08495,Not found,
2108.09991,Not found,
2103.02669,Not found,
2105.12378,Not found,
2110.00785,Not found,
2110.02916,Not found,
2105.03346,Not found,
2103.05292,Found,"Repo: github - ('yueyueL', 'DL-based-Android-Malware-Defenses-review')"
2104.12744,Not found,
2108.12511,Not found,
2108.08041,Not found,
2104.08432,Not found,
2110.08661,Not found,
2103.07068,Not found,
2109.02813,Not found,
2108.12800,Not found,
2109.00300,Not found,
2108.05379,Not found,
2110.00782,Not found,
2112.06804,Not found,
2108.11205,Not found,
2112.07548,Not found,
2105.14137,Not found,
2112.14680,Not found,
2107.10164,Not found,
2108.05691,Not found,
2108.11601,Found,"Repo: github - ('rizwan09', 'REDCODER')"
2103.07460,Not found,
2104.00822,Not found,
2103.07487,Not found,
2105.11148,Not found,
2105.02264,Not found,
2108.05980,Not found,
2110.08908,Not found,
2102.07134,Not found,
2108.07774,Not found,
2107.00723,Found,"Repo: github - ('seahorn', 'verify-c-common')"
2104.11564,Not found,
2106.11629,Not found,
2112.12595,Not found,
2103.07589,Not found,
2105.03005,Not found,
2103.11534,Not found,
2106.02306,Not found,
2108.11011,Not found,
2102.12782,Not found,
2103.02004,Not found,
2107.08760,Not found,
2112.10373,Not found,
2103.14101,Not found,
2107.12938,Not found,
2101.00274,Not found,
2103.00437,Not found,
2108.07114,Found,"Repo: github - ('se2p', 'artifact-scam2021')"
2106.02209,Found,"Repo: github - ('sharmapn', 'influenceOfRoles')"
2110.11984,Not found,
2102.03670,Not found,
2111.09143,Not found,
2103.12778,Not found,
2108.01955,Not found,
2106.11159,Not found,
2106.14332,Not found,
2106.07321,Not found,
2102.07589,Not found,
2103.07315,Not found,
2103.02255,Not found,
2106.13908,Not found,
2101.05862,Not found,
2101.08116,Not found,
2106.07200,Not found,
2111.05327,Not found,
2103.11777,Not found,
2101.04837,Not found,
2111.04324,Not found,
2104.02517,Not found,
2108.07474,Not found,
2109.08848,Not found,
2104.10520,Not found,
2104.12891,Not found,
2108.11170,Not found,
2103.13265,Not found,
2106.00339,Not found,
2107.05088,Not found,
2103.04333,Not found,
2108.04121,Not found,
2111.08207,Not found,
2112.14151,Not found,
2101.04363,Not found,
2111.03865,Not found,
2111.03154,Not found,
2103.00352,Not found,
2102.09977,Not found,
2107.02395,Not found,
2106.10901,Not found,
2110.12937,Not found,
2108.09946,Not found,
2104.12001,Not found,
2103.01755,Not found,
2103.02901,Not found,
2103.08924,Not found,
2108.02582,Not found,
2110.01109,Not found,
2107.01965,Not found,
2108.12987,Not found,
2103.06248,Not found,
2111.08968,Not found,
2104.09107,Not found,
2103.11668,Not found,
2102.08543,Not found,
2103.09604,Not found,
2102.05913,Found,"Repo: github - ('SmallkeyChen', 'RobOT')"
2105.04123,Not found,
2102.06834,Not found,
2102.10513,Not found,
2109.09286,Not found,
2103.01861,Found,"Repo: github - ('evidencebp', 'follow-your-nose')"
2110.02682,Not found,
2107.02890,Not found,
2112.00964,Not found,
2106.10478,Not found,
2101.08832,Not found,
2110.03471,Not found,
2108.09417,Not found,
2109.09798,Not found,
2103.12563,Not found,
2109.06478,Not found,
2111.04362,Not found,
2103.05451,Not found,
2103.01821,Not found,
2103.12793,Found,"Repo: github - ('atrisovic', 'dataverse-r-study')"
2107.02420,Not found,
2102.05351,Not found,
2109.14097,Not found,
2109.02312,Found,"Repo: github - ('ltlfuzzer', 'LTL-Fuzzer')"
2112.06222,Not found,
2102.06753,Not found,
2103.11940,Not found,
2103.05118,Not found,
2108.12227,Not found,
2109.10870,Not found,
2112.00740,Not found,
2103.10317,Not found,
2109.02540,Not found,
2105.10387,Not found,
2112.14825,Not found,
2103.07528,Not found,
2109.13073,Found,"Repo: github - ('zfj1998', 'SO_Title_Generation')"
2106.06604,Not found,
2111.03782,Found,"Repo: github - ('bisc', 'coco-case-studies')"
2108.03758,Not found,
2107.04720,Not found,
2112.04623,Not found,
2109.05210,Not found,
2111.05003,Not found,
2106.12645,Not found,
2101.02106,Not found,
2101.11846,Not found,
2103.10811,Not found,
2103.03331,Not found,
2106.13928,Not found,
2111.02374,Not found,
2104.09330,Not found,
2104.04611,Not found,
2107.11273,Not found,
2107.06550,Not found,
2103.17181,Not found,
2109.00635,Not found,
2102.10985,Not found,
2107.12732,Not found,
2103.15211,Not found,
2101.02494,Found,"Repo: github - ('thouyang', 'ccd-dsa')"
2102.07052,Found,"Repo: github - ('xlab-uiuc', 'open-cevo')"
2105.08887,Not found,
2101.04622,Not found,
2105.05519,Not found,
2109.03859,Not found,
2105.08198,Not found,
2104.08993,Not found,
2111.01415,Not found,
2111.14453,Not found,
2105.03626,Not found,
2109.14359,Not found,
2106.04916,Not found,
2105.01978,Not found,
2105.12841,Found,"Repo: github - ('dlshriver', 'DNNV')"
2104.07736,Not found,
2107.12227,Not found,
2107.08699,Not found,
2103.08701,Not found,
2112.01538,Not found,
2112.12331,Not found,
2104.13303,Not found,
2101.10291,Not found,
2104.11230,Not found,
2106.02273,Not found,
2109.01002,Not found,
2110.00914,Not found,
2102.08874,Not found,
2109.11160,Not found,
2112.14464,Not found,
2112.00646,Not found,
2109.04738,Not found,
2101.03513,Not found,
2110.03296,Not found,
2101.03999,Not found,
2110.02835,Not found,
2101.09796,Not found,
2104.09097,Not found,
2109.09869,Not found,
2109.13099,Not found,
2107.06260,Found,"Repo: github - ('ucla-mobility', 'OpenCDA')"
2105.07396,Not found,
2102.09251,Not found,
2103.11618,Not found,
2103.14948,Not found,
2102.12007,Not found,
2101.07053,Not found,
2104.13635,Not found,
2105.03312,Not found,
2101.07261,Not found,
2101.07779,Not found,
2108.12249,Not found,
2110.06253,Found,"Repo: github - ('stateafl', 'stateafl')"
2104.01537,Not found,
2108.07211,Not found,
2112.04919,Not found,
2104.14323,Not found,
2102.05765,Not found,
2104.08308,Found,"Repo: github - ('SteveKommrusch', 'VRepair')"
2103.06245,Not found,
2103.03690,Not found,
2108.08543,Not found,
2106.13891,Not found,
2101.08677,Not found,
2111.12184,Not found,
2102.01631,Not found,
2107.05373,Not found,
2102.04188,Not found,
2108.04639,Not found,
2101.10948,Not found,
2112.12928,Not found,
2110.14162,Not found,
2104.01768,Not found,
2111.08204,Not found,
2112.06617,Not found,
2104.09117,Not found,
2107.06732,Not found,
2102.06726,Not found,
2108.00343,Not found,
2106.07520,Found,"Repo: github - ('JUnitContest', 'JUGE')"
2105.09595,Not found,
2111.07875,Not found,
2110.06303,Not found,
2107.10059,Not found,
2110.12591,Not found,
2103.12874,Found,"Repo: github - ('gbrltv', 'process_meta_learning')"
2111.14139,Not found,
2102.08172,Not found,
2108.03028,Not found,
2107.05165,Not found,
2112.11101,Not found,
2102.07440,Not found,
2104.06143,Not found,
2103.11894,Not found,
2108.13381,Not found,
2112.06874,Not found,
2103.00269,Not found,
2103.02371,Not found,
2109.05740,Not found,
2103.07115,Found,"Repo: github - ('RoBERTaCode', 'roberta')"
2103.07157,Not found,
2103.07189,Not found,
2112.10356,Not found,
2104.09693,Not found,
2108.06590,Not found,
2112.09725,Not found,
2106.07413,Found,"Repo: github - ('soarsmu', 'IncBL')"
2107.07065,Not found,
2105.03669,Not found,
2104.11351,Not found,
2107.00613,Not found,
2106.12995,Not found,
2103.05221,Not found,
2102.06185,Not found,
2112.03395,Not found,
2110.01092,Not found,
2105.11385,Not found,
2109.11902,Not found,
2103.06768,Not found,
2105.06056,Not found,
2105.12787,Found,"Repo: github - ('microsoft', 'neurips21-self-supervised-bug-detection-and-repair')"
2102.13490,Not found,
2102.11678,Not found,
2109.08896,Not found,
2108.01610,Not found,
2104.06015,Not found,
2109.03698,Not found,
2105.12655,Found,"Repo: github - ('IBM', 'Project_CodeNet')"
2104.14978,Not found,
2101.06542,Not found,
2102.07694,Not found,
2105.13970,Found,Repo: zenodo-record - 4837134
2108.01165,Not found,
2107.08364,Found,"Repo: github - ('lhmtriet', 'awesome-vulnerability-assessment')"
2102.09884,Not found,
2102.00701,Not found,
2111.10167,Not found,
2110.05371,Not found,
2112.13217,Not found,
2107.13614,Not found,
2103.07633,Not found,
2102.10432,Not found,
2107.07112,Found,"Repo: github - ('DeepSoftwareAnalytics', 'CodeSumEvaluation')"
2104.00390,Not found,
2110.05828,Not found,
2103.14933,Not found,
2111.15285,Not found,
2102.02584,Not found,
2111.09665,Not found,
2106.08644,Not found,
2105.10157,Not found,
2103.10101,Not found,
2103.01603,Not found,
2107.12833,Not found,
2103.13865,Not found,
2106.10524,Found,"Repo: github - ('mostafamahdieh', 'ClusteringFaultPronenessTCP')"
2103.10749,Found,"Repo: github - ('bearlu1996', 'ProcessDrifts')"
2112.14566,Not found,
2103.12168,Not found,
2106.01885,Not found,
2109.12389,Not found,
2103.04095,Not found,
2103.05537,Not found,
2104.05490,Not found,
2108.02490,Not found,
2102.04287,Not found,
2103.11453,Found,"Repo: github - ('rodrigo-brito', 'refactoring-aware-diff')"
2110.13343,Not found,
2105.00741,Not found,
2107.04773,Not found,
2103.10804,Not found,
2101.02636,Not found,
2106.02179,Not found,
2104.13434,Not found,
2103.11882,Not found,
2110.15804,Not found,
2102.03827,Not found,
2101.02100,Not found,
2105.10466,Not found,
2104.04706,Not found,
2109.00279,Not found,
2112.01218,Found,"Repo: github - ('graphcode2vec', 'graphcode2vec')"
2109.09244,Not found,
